Kurzarbeiter (Quelle: Originalwerte Statistik der Bundesagentur für Arbeit, saisonbereinigte Werte Statistisches Bundesamt)
Datum;Originalwert, in 1000;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Originalwert, in 1000, Veränderung gegenüber Vorjahresmonat absolut;Trend-Konjunktur-Komponente (BV 4.1), in 1000;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %;Kalender- und saisonbereinigte Werte (BV 4.1), in 1000;Kalender- und saisonbereinigte Werte (BV 4.1), Veränderung gegenüber Vormonat in %;Restkomponente (BV 4.1)
01/03/2005;173,8;.;.;143,0;-1,3;134,7;-1,0
01/04/2005;158,9;.;.;139,8;-2,3;144,6;7,4
01/05/2005;142,0;.;.;136,0;-2,7;138,6;-4,1
01/06/2005;136,7;.;.;131,7;-3,2;139,4;0,5
01/07/2005;108,6;.;.;127,7;-3,1;125,6;-9,9
01/08/2005;89,4;.;.;121,0;-5,2;116,0;-7,7
01/09/2005;96,2;.;.;113,8;-6,0;117,3;1,1
01/10/2005;102,4;.;.;106,7;-6,2;121,4;3,5
01/11/2005;98,0;.;.;100,6;-5,8;116,3;-4,2
01/12/2005;83,7;.;.;94,4;-6,2;92,3;-20,6
01/01/2006;96,1;-35,2;-52,3;87,5;-7,3;68,6;-25,7
01/02/2006;100,7;-40,0;-67,3;80,4;-8,2;56,3;-17,9
01/03/2006;104,8;-39,7;-68,9;75,3;-6,2;59,4;5,4
01/04/2006;83,3;-47,6;-75,6;72,0;-4,4;78,1;31,5
01/05/2006;72,0;-49,2;-69,9;70,0;-2,8;74,5;-4,6
01/06/2006;61,5;-55,0;-75,2;69,1;-1,2;70,5;-5,4
01/07/2006;53,9;-50,3;-54,6;69,0;-0,1;74,0;4,9
01/08/2006;47,9;-46,4;-41,5;69,5;0,7;76,9;4,0
01/09/2006;46,0;-52,2;-50,2;70,1;0,9;72,9;-5,2
01/10/2006;38,8;-62,1;-63,6;70,8;1,0;66,3;-9,0
01/11/2006;35,5;-63,8;-62,5;71,4;0,8;64,0;-3,5
01/12/2006;63,0;-24,7;-20,7;71,6;0,3;68,5;6,9
01/01/2007;126,3;31,4;30,1;71,1;-0,7;77,0;12,5
01/02/2007;148,4;47,3;47,7;69,7;-2,0;74,2;-3,6
01/03/2007;143,9;37,3;39,1;68,0;-2,5;65,5;-11,7
01/04/2007;51,0;-38,7;-32,2;66,6;-2,0;43,8;-33,2
01/05/2007;48,3;-33,0;-23,7;66,2;-0,6;46,6;6,4
01/06/2007;46,3;-24,8;-15,3;66,9;1,1;53,4;14,5
01/07/2007;39,3;-27,0;-14,6;67,8;1,3;64,9;21,6
01/08/2007;32,3;-32,5;-15,6;68,7;1,3;80,5;24,1
01/09/2007;33,7;-26,8;-12,3;69,4;1,1;100,8;25,1
01/10/2007;35,8;-7,8;-3,0;69,4;0,0;124,3;23,4
01/11/2007;36,7;3,2;1,1;68,0;-2,1;139,6;12,3
01/12/2007;77,8;23,4;14,7;63,1;-7,1;147,4;5,6
01/01/2008;137,8;9,1;11,5;52,4;-17,1;108,0;-26,7
01/02/2008;161,1;8,5;12,7;37,7;-28,0;17,3;-84,0
01/03/2008;155,5;8,0;11,6;22,8;-39,5;-23,7;-236,6
01/04/2008;59,1;15,8;8,0;13,5;-41,0;-58,1;145,5
01/05/2008;51,0;5,5;2,7;16,6;23,4;-44,8;-22,9
01/06/2008;50,4;9,0;4,2;37,8;127,5;-0,4;-99,1
01/07/2008;42,7;8,5;3,3;81,1;114,5;63,6;-16018,3
01/08/2008;39,4;21,9;7,1;145,4;79,4;145,4;128,8
01/09/2008;50,0;48,4;16,3;229,2;57,6;174,8;20,2
01/10/2008;71,0;98,3;35,2;331,3;44,6;223,2;27,6
01/11/2008;130,1;255,0;93,5;448,3;35,3;325,5;45,9
01/12/2008;270,5;247,7;192,7;575,0;28,3;440,4;35,3
01/01/2009;593,6;330,9;455,8;707,9;23,1;597,2;35,6
